Province,fsa,Gender,Age,population
Ontario,N4V,Male,50 to 54,86
Ontario,N4V,Male,55 to 59,78
Ontario,N4V,Male,60 to 64,59
Ontario,N4V,Male,65 to 69,56
Ontario,N4V,Male,70 to 74,49
Ontario,N4V,Male,75 to 79,27
Ontario,N4V,Male,80 to 84,19
Ontario,N4V,Male,85 plus,4
Ontario,N4W,Female,25 to 29,329
Ontario,N4W,Female,30 to 34,315
Ontario,N4W,Female,35 to 39,329
Ontario,N4W,Female,40 to 44,296
Ontario,N4W,Female,45 to 49,279
Ontario,N4W,Female,50 to 54,284
Ontario,N4W,Female,55 to 59,346
Ontario,N4W,Female,60 to 64,349
Ontario,N4W,Female,65 to 69,289
Ontario,N4W,Female,70 to 74,230
Ontario,N4W,Female,75 to 79,203
Ontario,N4W,Female,80 to 84,170
Ontario,N4W,Female,85 plus,253
Ontario,N4W,Male,25 to 29,331
Ontario,N4W,Male,30 to 34,322
Ontario,N4W,Male,35 to 39,314
Ontario,N4W,Male,40 to 44,283
Ontario,N4W,Male,45 to 49,288
Ontario,N4W,Male,50 to 54,282
Ontario,N4W,Male,55 to 59,336
Ontario,N4W,Male,60 to 64,347
Ontario,N4W,Male,65 to 69,278
Ontario,N4W,Male,70 to 74,229
Ontario,N4W,Male,75 to 79,169
Ontario,N4W,Male,80 to 84,132
Ontario,N4W,Male,85 plus,124
Ontario,N4X,Female,25 to 29,262
Ontario,N4X,Female,30 to 34,258
Ontario,N4X,Female,35 to 39,255
Ontario,N4X,Female,40 to 44,273
Ontario,N4X,Female,45 to 49,261
Ontario,N4X,Female,50 to 54,283
Ontario,N4X,Female,55 to 59,340
Ontario,N4X,Female,60 to 64,348
Ontario,N4X,Female,65 to 69,317
Ontario,N4X,Female,70 to 74,264
Ontario,N4X,Female,75 to 79,194
Ontario,N4X,Female,80 to 84,169
Ontario,N4X,Female,85 plus,234
Ontario,N4X,Male,25 to 29,282
Ontario,N4X,Male,30 to 34,260
Ontario,N4X,Male,35 to 39,250
Ontario,N4X,Male,40 to 44,260
Ontario,N4X,Male,45 to 49,253
Ontario,N4X,Male,50 to 54,271
Ontario,N4X,Male,55 to 59,327
Ontario,N4X,Male,60 to 64,320
Ontario,N4X,Male,65 to 69,300
Ontario,N4X,Male,70 to 74,249
Ontario,N4X,Male,75 to 79,176
Ontario,N4X,Male,80 to 84,123
Ontario,N4X,Male,85 plus,124
Ontario,N4Z,Female,25 to 29,98
Ontario,N4Z,Female,30 to 34,107
Ontario,N4Z,Female,35 to 39,98
Ontario,N4Z,Female,40 to 44,104
Ontario,N4Z,Female,45 to 49,99
Ontario,N4Z,Female,50 to 54,106
Ontario,N4Z,Female,55 to 59,129
Ontario,N4Z,Female,60 to 64,120
Ontario,N4Z,Female,65 to 69,98
Ontario,N4Z,Female,70 to 74,81
Ontario,N4Z,Female,75 to 79,46
Ontario,N4Z,Female,80 to 84,40
Ontario,N4Z,Female,85 plus,57
Ontario,N4Z,Male,25 to 29,89
Ontario,N4Z,Male,30 to 34,92
Ontario,N4Z,Male,35 to 39,89
Ontario,N4Z,Male,40 to 44,80
Ontario,N4Z,Male,45 to 49,89
Ontario,N4Z,Male,50 to 54,99
Ontario,N4Z,Male,55 to 59,113
Ontario,N4Z,Male,60 to 64,105
Ontario,N4Z,Male,65 to 69,79
Ontario,N4Z,Male,70 to 74,78
Ontario,N4Z,Male,75 to 79,47
Ontario,N4Z,Male,80 to 84,39
Ontario,N4Z,Male,85 plus,24
Ontario,N5A,Female,25 to 29,929
Ontario,N5A,Female,30 to 34,989
Ontario,N5A,Female,35 to 39,997
Ontario,N5A,Female,40 to 44,978
Ontario,N5A,Female,45 to 49,1002
Ontario,N5A,Female,50 to 54,1057
Ontario,N5A,Female,55 to 59,1347
Ontario,N5A,Female,60 to 64,1311
Ontario,N5A,Female,65 to 69,1220
Ontario,N5A,Female,70 to 74,978
Ontario,N5A,Female,75 to 79,716
Ontario,N5A,Female,80 to 84,552
Ontario,N5A,Female,85 plus,658
Ontario,N5A,Male,25 to 29,1016
Ontario,N5A,Male,30 to 34,967
Ontario,N5A,Male,35 to 39,945
Ontario,N5A,Male,40 to 44,959
Ontario,N5A,Male,45 to 49,1007
Ontario,N5A,Male,50 to 54,1001
Ontario,N5A,Male,55 to 59,1278
Ontario,N5A,Male,60 to 64,1186
Ontario,N5A,Male,65 to 69,1063
Ontario,N5A,Male,70 to 74,844
Ontario,N5A,Male,75 to 79,522
Ontario,N5A,Male,80 to 84,378
Ontario,N5A,Male,85 plus,333
Ontario,N5C,Female,25 to 29,474
Ontario,N5C,Female,30 to 34,498
Ontario,N5C,Female,35 to 39,517
Ontario,N5C,Female,40 to 44,518
Ontario,N5C,Female,45 to 49,552
Ontario,N5C,Female,50 to 54,549
Ontario,N5C,Female,55 to 59,646
Ontario,N5C,Female,60 to 64,562
Ontario,N5C,Female,65 to 69,462
Ontario,N5C,Female,70 to 74,386
Ontario,N5C,Female,75 to 79,268
Ontario,N5C,Female,80 to 84,188
Ontario,N5C,Female,85 plus,248
Ontario,N5C,Male,25 to 29,504
Ontario,N5C,Male,30 to 34,543
Ontario,N5C,Male,35 to 39,555
Ontario,N5C,Male,40 to 44,537
Ontario,N5C,Male,45 to 49,543
Ontario,N5C,Male,50 to 54,577
Ontario,N5C,Male,55 to 59,671
Ontario,N5C,Male,60 to 64,575
Ontario,N5C,Male,65 to 69,473
Ontario,N5C,Male,70 to 74,369
Ontario,N5C,Male,75 to 79,239
Ontario,N5C,Male,80 to 84,162
Ontario,N5C,Male,85 plus,149
Ontario,N5H,Female,25 to 29,438
Ontario,N5H,Female,30 to 34,429
Ontario,N5H,Female,35 to 39,397
Ontario,N5H,Female,40 to 44,373
Ontario,N5H,Female,45 to 49,395
Ontario,N5H,Female,50 to 54,416
Ontario,N5H,Female,55 to 59,496
Ontario,N5H,Female,60 to 64,449
Ontario,N5H,Female,65 to 69,393
Ontario,N5H,Female,70 to 74,345
Ontario,N5H,Female,75 to 79,263
Ontario,N5H,Female,80 to 84,173
Ontario,N5H,Female,85 plus,230
Ontario,N5H,Male,25 to 29,438
Ontario,N5H,Male,30 to 34,405
Ontario,N5H,Male,35 to 39,378
Ontario,N5H,Male,40 to 44,377
Ontario,N5H,Male,45 to 49,395
Ontario,N5H,Male,50 to 54,412
Ontario,N5H,Male,55 to 59,480
Ontario,N5H,Male,60 to 64,446
Ontario,N5H,Male,65 to 69,354
Ontario,N5H,Male,70 to 74,288
Ontario,N5H,Male,75 to 79,209
Ontario,N5H,Male,80 to 84,149
Ontario,N5H,Male,85 plus,135
Ontario,N5L,Female,25 to 29,66
Ontario,N5L,Female,30 to 34,62
Ontario,N5L,Female,35 to 39,62
Ontario,N5L,Female,40 to 44,65
Ontario,N5L,Female,45 to 49,88
Ontario,N5L,Female,50 to 54,123
Ontario,N5L,Female,55 to 59,165
Ontario,N5L,Female,60 to 64,205
Ontario,N5L,Female,65 to 69,200
Ontario,N5L,Female,70 to 74,160
Ontario,N5L,Female,75 to 79,104
Ontario,N5L,Female,80 to 84,51
Ontario,N5L,Female,85 plus,39
Ontario,N5L,Male,25 to 29,63
Ontario,N5L,Male,30 to 34,69
Ontario,N5L,Male,35 to 39,59
Ontario,N5L,Male,40 to 44,59
Ontario,N5L,Male,45 to 49,77
Ontario,N5L,Male,50 to 54,102
Ontario,N5L,Male,55 to 59,149
Ontario,N5L,Male,60 to 64,179
Ontario,N5L,Male,65 to 69,192
Ontario,N5L,Male,70 to 74,168
Ontario,N5L,Male,75 to 79,98
Ontario,N5L,Male,80 to 84,51
Ontario,N5L,Male,85 plus,32
Ontario,N5P,Female,25 to 29,585
Ontario,N5P,Female,30 to 34,685
Ontario,N5P,Female,35 to 39,680
Ontario,N5P,Female,40 to 44,677
Ontario,N5P,Female,45 to 49,697
Ontario,N5P,Female,50 to 54,736
Ontario,N5P,Female,55 to 59,836
Ontario,N5P,Female,60 to 64,688
Ontario,N5P,Female,65 to 69,627
Ontario,N5P,Female,70 to 74,540
Ontario,N5P,Female,75 to 79,349
Ontario,N5P,Female,80 to 84,212
Ontario,N5P,Female,85 plus,246
Ontario,N5P,Male,25 to 29,626
Ontario,N5P,Male,30 to 34,664
Ontario,N5P,Male,35 to 39,680
Ontario,N5P,Male,40 to 44,683
Ontario,N5P,Male,45 to 49,693
Ontario,N5P,Male,50 to 54,741
Ontario,N5P,Male,55 to 59,776
Ontario,N5P,Male,60 to 64,718
Ontario,N5P,Male,65 to 69,548
Ontario,N5P,Male,70 to 74,522
Ontario,N5P,Male,75 to 79,353
Ontario,N5P,Male,80 to 84,210
Ontario,N5P,Male,85 plus,153
Ontario,N5R,Female,25 to 29,766
Ontario,N5R,Female,30 to 34,834
Ontario,N5R,Female,35 to 39,976
Ontario,N5R,Female,40 to 44,971
Ontario,N5R,Female,45 to 49,1011
Ontario,N5R,Female,50 to 54,1027
Ontario,N5R,Female,55 to 59,1168
Ontario,N5R,Female,60 to 64,1083
Ontario,N5R,Female,65 to 69,1010
Ontario,N5R,Female,70 to 74,916
Ontario,N5R,Female,75 to 79,667
Ontario,N5R,Female,80 to 84,453
Ontario,N5R,Female,85 plus,475
Ontario,N5R,Male,25 to 29,789
Ontario,N5R,Male,30 to 34,758
Ontario,N5R,Male,35 to 39,863
Ontario,N5R,Male,40 to 44,881
Ontario,N5R,Male,45 to 49,978
Ontario,N5R,Male,50 to 54,979
Ontario,N5R,Male,55 to 59,1122
Ontario,N5R,Male,60 to 64,956
Ontario,N5R,Male,65 to 69,879
Ontario,N5R,Male,70 to 74,755
Ontario,N5R,Male,75 to 79,540
Ontario,N5R,Male,80 to 84,332
Ontario,N5R,Male,85 plus,233
Ontario,N5V,Female,25 to 29,1295
Ontario,N5V,Female,30 to 34,1260
Ontario,N5V,Female,35 to 39,1077
Ontario,N5V,Female,40 to 44,931
Ontario,N5V,Female,45 to 49,1046
Ontario,N5V,Female,50 to 54,1169
Ontario,N5V,Female,55 to 59,1357
Ontario,N5V,Female,60 to 64,982
Ontario,N5V,Female,65 to 69,788
Ontario,N5V,Female,70 to 74,665
Ontario,N5V,Female,75 to 79,488
Ontario,N5V,Female,80 to 84,322
Ontario,N5V,Female,85 plus,334
Ontario,N5V,Male,25 to 29,1417
Ontario,N5V,Male,30 to 34,1323
Ontario,N5V,Male,35 to 39,1073
Ontario,N5V,Male,40 to 44,986
Ontario,N5V,Male,45 to 49,919
Ontario,N5V,Male,50 to 54,1130
Ontario,N5V,Male,55 to 59,1273
Ontario,N5V,Male,60 to 64,1037
Ontario,N5V,Male,65 to 69,719
Ontario,N5V,Male,70 to 74,547
Ontario,N5V,Male,75 to 79,418
Ontario,N5V,Male,80 to 84,269
Ontario,N5V,Male,85 plus,202
Ontario,N5W,Female,25 to 29,975
Ontario,N5W,Female,30 to 34,991
Ontario,N5W,Female,35 to 39,900
Ontario,N5W,Female,40 to 44,762
Ontario,N5W,Female,45 to 49,685
Ontario,N5W,Female,50 to 54,831
Ontario,N5W,Female,55 to 59,969
Ontario,N5W,Female,60 to 64,922
Ontario,N5W,Female,65 to 69,733
Ontario,N5W,Female,70 to 74,538
Ontario,N5W,Female,75 to 79,386
Ontario,N5W,Female,80 to 84,307
Ontario,N5W,Female,85 plus,393
Ontario,N5W,Male,25 to 29,1168
Ontario,N5W,Male,30 to 34,1256
Ontario,N5W,Male,35 to 39,1079
Ontario,N5W,Male,40 to 44,832
Ontario,N5W,Male,45 to 49,798
Ontario,N5W,Male,50 to 54,975
Ontario,N5W,Male,55 to 59,1141
Ontario,N5W,Male,60 to 64,892
Ontario,N5W,Male,65 to 69,696
Ontario,N5W,Male,70 to 74,450
Ontario,N5W,Male,75 to 79,305
Ontario,N5W,Male,80 to 84,224
Ontario,N5W,Male,85 plus,179
Ontario,N5X,Female,25 to 29,1080
Ontario,N5X,Female,30 to 34,962
Ontario,N5X,Female,35 to 39,1151
Ontario,N5X,Female,40 to 44,1362
Ontario,N5X,Female,45 to 49,1220
Ontario,N5X,Female,50 to 54,1129
Ontario,N5X,Female,55 to 59,1156
Ontario,N5X,Female,60 to 64,1044
Ontario,N5X,Female,65 to 69,936
Ontario,N5X,Female,70 to 74,875
Ontario,N5X,Female,75 to 79,576
Ontario,N5X,Female,80 to 84,425
Ontario,N5X,Female,85 plus,620
Ontario,N5X,Male,25 to 29,1117
Ontario,N5X,Male,30 to 34,973
Ontario,N5X,Male,35 to 39,1057
Ontario,N5X,Male,40 to 44,1135
Ontario,N5X,Male,45 to 49,1098
Ontario,N5X,Male,50 to 54,1107
Ontario,N5X,Male,55 to 59,1125
Ontario,N5X,Male,60 to 64,964
Ontario,N5X,Male,65 to 69,795
Ontario,N5X,Male,70 to 74,761
Ontario,N5X,Male,75 to 79,538
Ontario,N5X,Male,80 to 84,400
Ontario,N5X,Male,85 plus,345
Ontario,N5Y,Female,25 to 29,1836
Ontario,N5Y,Female,30 to 34,1480
Ontario,N5Y,Female,35 to 39,1221
Ontario,N5Y,Female,40 to 44,1098
Ontario,N5Y,Female,45 to 49,1020
Ontario,N5Y,Female,50 to 54,1054
Ontario,N5Y,Female,55 to 59,1211
Ontario,N5Y,Female,60 to 64,1096
Ontario,N5Y,Female,65 to 69,868
Ontario,N5Y,Female,70 to 74,673
Ontario,N5Y,Female,75 to 79,508
Ontario,N5Y,Female,80 to 84,329
Ontario,N5Y,Female,85 plus,385
Ontario,N5Y,Male,25 to 29,2102
Ontario,N5Y,Male,30 to 34,1723
Ontario,N5Y,Male,35 to 39,1374
Ontario,N5Y,Male,40 to 44,1103
Ontario,N5Y,Male,45 to 49,1006
Ontario,N5Y,Male,50 to 54,1085
Ontario,N5Y,Male,55 to 59,1248
Ontario,N5Y,Male,60 to 64,992
Ontario,N5Y,Male,65 to 69,692
Ontario,N5Y,Male,70 to 74,549
Ontario,N5Y,Male,75 to 79,386
Ontario,N5Y,Male,80 to 84,242
Ontario,N5Y,Male,85 plus,171
Ontario,N5Z,Female,25 to 29,1037
Ontario,N5Z,Female,30 to 34,948
Ontario,N5Z,Female,35 to 39,919
Ontario,N5Z,Female,40 to 44,818
Ontario,N5Z,Female,45 to 49,815
Ontario,N5Z,Female,50 to 54,867
Ontario,N5Z,Female,55 to 59,1132
Ontario,N5Z,Female,60 to 64,858
Ontario,N5Z,Female,65 to 69,694
Ontario,N5Z,Female,70 to 74,521
Ontario,N5Z,Female,75 to 79,374
Ontario,N5Z,Female,80 to 84,234
Ontario,N5Z,Female,85 plus,268
Ontario,N5Z,Male,25 to 29,953
Ontario,N5Z,Male,30 to 34,1009
Ontario,N5Z,Male,35 to 39,871
Ontario,N5Z,Male,40 to 44,782
Ontario,N5Z,Male,45 to 49,757
Ontario,N5Z,Male,50 to 54,918
Ontario,N5Z,Male,55 to 59,1042
Ontario,N5Z,Male,60 to 64,876
Ontario,N5Z,Male,65 to 69,633
Ontario,N5Z,Male,70 to 74,427
Ontario,N5Z,Male,75 to 79,304
Ontario,N5Z,Male,80 to 84,182
Ontario,N5Z,Male,85 plus,136
Ontario,N6A,Female,25 to 29,905
Ontario,N6A,Female,30 to 34,511
Ontario,N6A,Female,35 to 39,291
Ontario,N6A,Female,40 to 44,239
Ontario,N6A,Female,45 to 49,224
Ontario,N6A,Female,50 to 54,257
Ontario,N6A,Female,55 to 59,327
Ontario,N6A,Female,60 to 64,332
Ontario,N6A,Female,65 to 69,320
Ontario,N6A,Female,70 to 74,303
Ontario,N6A,Female,75 to 79,233
Ontario,N6A,Female,80 to 84,211
Ontario,N6A,Female,85 plus,348
Ontario,N6A,Male,25 to 29,1022
Ontario,N6A,Male,30 to 34,617
Ontario,N6A,Male,35 to 39,355
Ontario,N6A,Male,40 to 44,276
Ontario,N6A,Male,45 to 49,306
Ontario,N6A,Male,50 to 54,276
Ontario,N6A,Male,55 to 59,336
Ontario,N6A,Male,60 to 64,312
Ontario,N6A,Male,65 to 69,255
Ontario,N6A,Male,70 to 74,225
Ontario,N6A,Male,75 to 79,172
Ontario,N6A,Male,80 to 84,111
Ontario,N6A,Male,85 plus,156
Ontario,N6B,Female,25 to 29,803
Ontario,N6B,Female,30 to 34,598
Ontario,N6B,Female,35 to 39,391
Ontario,N6B,Female,40 to 44,267
Ontario,N6B,Female,45 to 49,282
Ontario,N6B,Female,50 to 54,278
Ontario,N6B,Female,55 to 59,425
Ontario,N6B,Female,60 to 64,315
Ontario,N6B,Female,65 to 69,279
Ontario,N6B,Female,70 to 74,214
Ontario,N6B,Female,75 to 79,170
Ontario,N6B,Female,80 to 84,137
Ontario,N6B,Female,85 plus,160
Ontario,N6B,Male,25 to 29,959
Ontario,N6B,Male,30 to 34,763
Ontario,N6B,Male,35 to 39,524
Ontario,N6B,Male,40 to 44,395
Ontario,N6B,Male,45 to 49,422
Ontario,N6B,Male,50 to 54,421
Ontario,N6B,Male,55 to 59,492
Ontario,N6B,Male,60 to 64,381
Ontario,N6B,Male,65 to 69,315
Ontario,N6B,Male,70 to 74,216
Ontario,N6B,Male,75 to 79,101
Ontario,N6B,Male,80 to 84,60
Ontario,N6B,Male,85 plus,62
Ontario,N6C,Female,25 to 29,1453
Ontario,N6C,Female,30 to 34,1578
Ontario,N6C,Female,35 to 39,1359
Ontario,N6C,Female,40 to 44,1109
Ontario,N6C,Female,45 to 49,1046
Ontario,N6C,Female,50 to 54,1147
Ontario,N6C,Female,55 to 59,1307
Ontario,N6C,Female,60 to 64,1343
Ontario,N6C,Female,65 to 69,1135
Ontario,N6C,Female,70 to 74,897
Ontario,N6C,Female,75 to 79,585
Ontario,N6C,Female,80 to 84,404
Ontario,N6C,Female,85 plus,594
Ontario,N6C,Male,25 to 29,1331
Ontario,N6C,Male,30 to 34,1452
Ontario,N6C,Male,35 to 39,1329
Ontario,N6C,Male,40 to 44,1138
Ontario,N6C,Male,45 to 49,1102
Ontario,N6C,Male,50 to 54,1024
Ontario,N6C,Male,55 to 59,1254
Ontario,N6C,Male,60 to 64,1140
Ontario,N6C,Male,65 to 69,896
Ontario,N6C,Male,70 to 74,670
Ontario,N6C,Male,75 to 79,450
Ontario,N6C,Male,80 to 84,273
Ontario,N6C,Male,85 plus,358
Ontario,N6E,Female,25 to 29,986
Ontario,N6E,Female,30 to 34,1005
Ontario,N6E,Female,35 to 39,946
Ontario,N6E,Female,40 to 44,867
Ontario,N6E,Female,45 to 49,931
Ontario,N6E,Female,50 to 54,867
Ontario,N6E,Female,55 to 59,972
Ontario,N6E,Female,60 to 64,938
Ontario,N6E,Female,65 to 69,821
Ontario,N6E,Female,70 to 74,592
Ontario,N6E,Female,75 to 79,393
Ontario,N6E,Female,80 to 84,225
Ontario,N6E,Female,85 plus,199
Ontario,N6E,Male,25 to 29,1009
Ontario,N6E,Male,30 to 34,985
Ontario,N6E,Male,35 to 39,912
Ontario,N6E,Male,40 to 44,821
Ontario,N6E,Male,45 to 49,780
Ontario,N6E,Male,50 to 54,757
Ontario,N6E,Male,55 to 59,996
Ontario,N6E,Male,60 to 64,823
Ontario,N6E,Male,65 to 69,757
Ontario,N6E,Male,70 to 74,565
Ontario,N6E,Male,75 to 79,352
Ontario,N6E,Male,80 to 84,180
Ontario,N6E,Male,85 plus,114
Ontario,N6G,Female,25 to 29,1585
Ontario,N6G,Female,30 to 34,1572
Ontario,N6G,Female,35 to 39,1820
Ontario,N6G,Female,40 to 44,1569
Ontario,N6G,Female,45 to 49,1440
Ontario,N6G,Female,50 to 54,1431
Ontario,N6G,Female,55 to 59,1552
Ontario,N6G,Female,60 to 64,1390
Ontario,N6G,Female,65 to 69,1123
Ontario,N6G,Female,70 to 74,881
Ontario,N6G,Female,75 to 79,724
Ontario,N6G,Female,80 to 84,463
Ontario,N6G,Female,85 plus,618
Ontario,N6G,Male,25 to 29,1747
Ontario,N6G,Male,30 to 34,1619
Ontario,N6G,Male,35 to 39,1532
Ontario,N6G,Male,40 to 44,1373
Ontario,N6G,Male,45 to 49,1316
Ontario,N6G,Male,50 to 54,1313
Ontario,N6G,Male,55 to 59,1418
Ontario,N6G,Male,60 to 64,1236
Ontario,N6G,Male,65 to 69,1018
Ontario,N6G,Male,70 to 74,886
Ontario,N6G,Male,75 to 79,527
Ontario,N6G,Male,80 to 84,342
Ontario,N6G,Male,85 plus,344
Ontario,N6H,Female,25 to 29,1970
Ontario,N6H,Female,30 to 34,1669
Ontario,N6H,Female,35 to 39,1395
Ontario,N6H,Female,40 to 44,1321
Ontario,N6H,Female,45 to 49,1280
Ontario,N6H,Female,50 to 54,1269
Ontario,N6H,Female,55 to 59,1449
Ontario,N6H,Female,60 to 64,1474
Ontario,N6H,Female,65 to 69,1274
Ontario,N6H,Female,70 to 74,1152
Ontario,N6H,Female,75 to 79,1007
Ontario,N6H,Female,80 to 84,775
Ontario,N6H,Female,85 plus,1221
Ontario,N6H,Male,25 to 29,1996
Ontario,N6H,Male,30 to 34,1659
Ontario,N6H,Male,35 to 39,1396
Ontario,N6H,Male,40 to 44,1347
Ontario,N6H,Male,45 to 49,1159
Ontario,N6H,Male,50 to 54,1238
Ontario,N6H,Male,55 to 59,1275
Ontario,N6H,Male,60 to 64,1257
Ontario,N6H,Male,65 to 69,1127
Ontario,N6H,Male,70 to 74,870
Ontario,N6H,Male,75 to 79,663
Ontario,N6H,Male,80 to 84,539
Ontario,N6H,Male,85 plus,636
Ontario,N6J,Female,25 to 29,1177
Ontario,N6J,Female,30 to 34,1242
Ontario,N6J,Female,35 to 39,1088
Ontario,N6J,Female,40 to 44,887
Ontario,N6J,Female,45 to 49,878
Ontario,N6J,Female,50 to 54,991
Ontario,N6J,Female,55 to 59,1188
Ontario,N6J,Female,60 to 64,1138
Ontario,N6J,Female,65 to 69,1100
Ontario,N6J,Female,70 to 74,971
Ontario,N6J,Female,75 to 79,762
Ontario,N6J,Female,80 to 84,503
Ontario,N6J,Female,85 plus,619
Ontario,N6J,Male,25 to 29,1162
Ontario,N6J,Male,30 to 34,1113
Ontario,N6J,Male,35 to 39,1006
Ontario,N6J,Male,40 to 44,847
Ontario,N6J,Male,45 to 49,815
Ontario,N6J,Male,50 to 54,901
Ontario,N6J,Male,55 to 59,1041
Ontario,N6J,Male,60 to 64,959
Ontario,N6J,Male,65 to 69,819
Ontario,N6J,Male,70 to 74,746
Ontario,N6J,Male,75 to 79,528
Ontario,N6J,Male,80 to 84,370
Ontario,N6J,Male,85 plus,358
Ontario,N6K,Female,25 to 29,798
Ontario,N6K,Female,30 to 34,923
Ontario,N6K,Female,35 to 39,1112
Ontario,N6K,Female,40 to 44,1123
Ontario,N6K,Female,45 to 49,1067
Ontario,N6K,Female,50 to 54,1091
Ontario,N6K,Female,55 to 59,1276
Ontario,N6K,Female,60 to 64,1283
Ontario,N6K,Female,65 to 69,1303
Ontario,N6K,Female,70 to 74,1252
Ontario,N6K,Female,75 to 79,751
Ontario,N6K,Female,80 to 84,551
Ontario,N6K,Female,85 plus,676
Ontario,N6K,Male,25 to 29,816
Ontario,N6K,Male,30 to 34,804
Ontario,N6K,Male,35 to 39,1024
Ontario,N6K,Male,40 to 44,1056
Ontario,N6K,Male,45 to 49,1130
Ontario,N6K,Male,50 to 54,1012
Ontario,N6K,Male,55 to 59,1135
Ontario,N6K,Male,60 to 64,1060
Ontario,N6K,Male,65 to 69,1140
Ontario,N6K,Male,70 to 74,1085
Ontario,N6K,Male,75 to 79,745
Ontario,N6K,Male,80 to 84,383
Ontario,N6K,Male,85 plus,413
Ontario,N6L,Female,25 to 29,127
Ontario,N6L,Female,30 to 34,177
Ontario,N6L,Female,35 to 39,178
Ontario,N6L,Female,40 to 44,159
Ontario,N6L,Female,45 to 49,137
Ontario,N6L,Female,50 to 54,130
Ontario,N6L,Female,55 to 59,133
Ontario,N6L,Female,60 to 64,124
Ontario,N6L,Female,65 to 69,116
Ontario,N6L,Female,70 to 74,117
Ontario,N6L,Female,75 to 79,73
Ontario,N6L,Female,80 to 84,54
Ontario,N6L,Female,85 plus,104
Ontario,N6L,Male,25 to 29,153
Ontario,N6L,Male,30 to 34,156
Ontario,N6L,Male,35 to 39,196
Ontario,N6L,Male,40 to 44,159
Ontario,N6L,Male,45 to 49,153
Ontario,N6L,Male,50 to 54,132
Ontario,N6L,Male,55 to 59,134
Ontario,N6L,Male,60 to 64,121
Ontario,N6L,Male,65 to 69,93
Ontario,N6L,Male,70 to 74,87
Ontario,N6L,Male,75 to 79,66
Ontario,N6L,Male,80 to 84,52
Ontario,N6L,Male,85 plus,83
Ontario,N6M,Female,25 to 29,159
Ontario,N6M,Female,30 to 34,227
Ontario,N6M,Female,35 to 39,239
Ontario,N6M,Female,40 to 44,293
Ontario,N6M,Female,45 to 49,237
Ontario,N6M,Female,50 to 54,231
Ontario,N6M,Female,55 to 59,205
Ontario,N6M,Female,60 to 64,173
Ontario,N6M,Female,65 to 69,138
Ontario,N6M,Female,70 to 74,125
Ontario,N6M,Female,75 to 79,72
Ontario,N6M,Female,80 to 84,54
Ontario,N6M,Female,85 plus,56
Ontario,N6M,Male,25 to 29,179
Ontario,N6M,Male,30 to 34,171
Ontario,N6M,Male,35 to 39,264
Ontario,N6M,Male,40 to 44,260
Ontario,N6M,Male,45 to 49,255
Ontario,N6M,Male,50 to 54,244
Ontario,N6M,Male,55 to 59,204
Ontario,N6M,Male,60 to 64,157
Ontario,N6M,Male,65 to 69,106
Ontario,N6M,Male,70 to 74,90
Ontario,N6M,Male,75 to 79,72
Ontario,N6M,Male,80 to 84,46
Ontario,N6M,Male,85 plus,48
Ontario,N6N,Female,25 to 29,21
Ontario,N6N,Female,30 to 34,24
Ontario,N6N,Female,35 to 39,24
Ontario,N6N,Female,40 to 44,30
Ontario,N6N,Female,45 to 49,21
Ontario,N6N,Female,50 to 54,24
Ontario,N6N,Female,55 to 59,36
Ontario,N6N,Female,60 to 64,38
Ontario,N6N,Female,65 to 69,34
Ontario,N6N,Female,70 to 74,32
Ontario,N6N,Female,75 to 79,20
Ontario,N6N,Female,80 to 84,13
Ontario,N6N,Female,85 plus,12
Ontario,N6N,Male,25 to 29,28
Ontario,N6N,Male,30 to 34,29
Ontario,N6N,Male,35 to 39,24
Ontario,N6N,Male,40 to 44,23
Ontario,N6N,Male,45 to 49,23
Ontario,N6N,Male,50 to 54,39
Ontario,N6N,Male,55 to 59,38
Ontario,N6N,Male,60 to 64,45
Ontario,N6N,Male,65 to 69,32
Ontario,N6N,Male,70 to 74,26
Ontario,N6N,Male,75 to 79,21
Ontario,N6N,Male,80 to 84,12
Ontario,N6N,Male,85 plus,6
Ontario,N6P,Female,25 to 29,282
Ontario,N6P,Female,30 to 34,332
Ontario,N6P,Female,35 to 39,353
Ontario,N6P,Female,40 to 44,412
Ontario,N6P,Female,45 to 49,308
Ontario,N6P,Female,50 to 54,291
Ontario,N6P,Female,55 to 59,335
Ontario,N6P,Female,60 to 64,393
Ontario,N6P,Female,65 to 69,336
Ontario,N6P,Female,70 to 74,228
Ontario,N6P,Female,75 to 79,144
Ontario,N6P,Female,80 to 84,123
Ontario,N6P,Female,85 plus,137
Ontario,N6P,Male,25 to 29,251
Ontario,N6P,Male,30 to 34,316
Ontario,N6P,Male,35 to 39,363
Ontario,N6P,Male,40 to 44,393
Ontario,N6P,Male,45 to 49,308
Ontario,N6P,Male,50 to 54,354
Ontario,N6P,Male,55 to 59,333
Ontario,N6P,Male,60 to 64,363
Ontario,N6P,Male,65 to 69,309
Ontario,N6P,Male,70 to 74,237
Ontario,N6P,Male,75 to 79,159
Ontario,N6P,Male,80 to 84,81
Ontario,N6P,Male,85 plus,100
Ontario,N7A,Female,25 to 29,302
Ontario,N7A,Female,30 to 34,295
Ontario,N7A,Female,35 to 39,297
Ontario,N7A,Female,40 to 44,274
Ontario,N7A,Female,45 to 49,308
Ontario,N7A,Female,50 to 54,370
